"","tip_names_in_data_matrix","kingdom","phylum","subphylum","class","subclass","infraclass","cohort","order","suborder","infraorder","superfamily","family","subfamily","genus","species","metamorphosis","gs_value","gs_sd","gs_cv","best_method","n_records"
"187","Diptera_Sabethes_cyaneus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Sabethes","Sabethes cyaneus","Complete",772.62,NA,NA,"FD",1
"188","Diptera_Sarcophaga_bullata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Oestroidea","Sarcophagidae","Sarcophaginae","Sarcophaga","Sarcophaga bullata","Complete",743.28,NA,NA,"FD",1
"189","Diptera_Scaptodrosophila_lebanonensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Scaptodrosophila","Scaptodrosophila lebanonensis","Complete",234.72,27.6620172800177,0.117851130197758,"FCM",2
"190","Diptera_Scaptomyza_flava","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Scaptomyza","Scaptomyza flava","Complete",293.4,NA,NA,"FCM",1
"191","Diptera_Sepsis_punctum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Sciomyzoidea","Sepsidae","no_rank","Sepsis","Sepsis punctum","Complete",264.06,NA,NA,"FCM",1
"192","Diptera_Stomoxys_calcitrans","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Muscoidea","Muscidae","Muscinae","Stomoxys","Stomoxys calcitrans","Complete",1134.48,NA,NA,"FCM",1
"193","Diptera_Themira_biloba","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Sciomyzoidea","Sepsidae","no_rank","Themira","Themira biloba","Complete",195.6,NA,NA,"FCM",1
"194","Diptera_Wyeomyia_smithii","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Wyeomyia","Wyeomyia smithii","Complete",841.08,NA,NA,"FD",1
"195","Diptera_Zaprionus_bogoriensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus bogoriensis","Complete",225.6,1.83847763108502,0.00814928027963218,NA,2
"196","Diptera_Zaprionus_davidi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus davidi","Complete",166.26,NA,NA,"FCM",1
"197","Diptera_Zaprionus_ghesquierei","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus ghesquierei","Complete",174.7,0.282842712474623,0.00161901953334072,NA,2
"198","Diptera_Zaprionus_indianus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus indianus","Complete",215.16,NA,NA,"FCM",1
"199","Diptera_Zaprionus_inermis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus inermis","Complete",202.55,0.777817459305198,0.0038401256939284,NA,2
"200","Diptera_Zaprionus_kolodkinae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus kolodkinae","Complete",197.4,2.68700576850889,0.0136119846429022,NA,2
"201","Diptera_Zaprionus_lachaisei","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus lachaisei","Complete",191,4.66690475583123,0.0244340563132525,NA,2
"202","Diptera_Zaprionus_taronus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus taronus","Complete",201.55,2.33345237791559,0.0115775359856889,NA,2
"203","Diptera_Zaprionus_tsacasi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Zaprionus","Zaprionus tsacasi","Complete",221.45,0.494974746830595,0.00223515351921696,NA,2
"204","Hemiptera_Acyrthosiphon_pisum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Acyrthosiphon","Acyrthosiphon pisum","Incomplete",303.18,NA,NA,"FD",1
"205","Hemiptera_Adelges_sp._AdspAD","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Phylloxeroidea","Adelgidae","no_rank","Adelges","Adelges sp. AdspAD","Incomplete",381.42,NA,NA,"FD",1
"206","Hemiptera_Anasa_tristis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Pentatomomorpha","Coreoidea","Coreidae","Coreinae","Anasa","Anasa tristis","Incomplete",1754.255,39.265639559289,0.0223830854461233,NA,2
"207","Hemiptera_Aphis_craccivora","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Aphis","Aphis craccivora","Incomplete",410.76,NA,NA,"FCM",1
"208","Hemiptera_Aphis_nerii","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Aphis","Aphis nerii","Incomplete",498.78,NA,NA,"FD",1
"209","Hemiptera_Apolygus_lucorum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Cimicoidea","Miridae","Mirinae","Apolygus","Apolygus lucorum","Incomplete",880.2,NA,NA,"FCM",1
"210","Hemiptera_Arilus_cristatus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Reduvioidea","Reduviidae","Harpactorinae","Arilus","Arilus cristatus","Incomplete",753.43,NA,NA,NA,1
"211","Hemiptera_Bemisia_tabaci","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Aleyrodoidea","Aleyrodidae","Aleyrodinae","Bemisia","Bemisia tabaci","Incomplete",665.04,NA,NA,"FCM",1
"212","Hemiptera_Chrysomphalus_aonidum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Diaspididae","no_rank","Chrysomphalus","Chrysomphalus aonidum","Incomplete",616.14,NA,NA,"FIA",1
"213","Hemiptera_Cyrtorhinus_lividipennis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Cimicoidea","Miridae","Orthotylinae","Cyrtorhinus","Cyrtorhinus lividipennis","Incomplete",352.08,NA,NA,"FCM",1
"214","Hemiptera_Diuraphis_noxia","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Diuraphis","Diuraphis noxia","Incomplete",381.42,NA,NA,"FCM",1
"215","Hemiptera_Halyomorpha_halys","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Pentatomidae","Pentatominae","Halyomorpha","Halyomorpha halys","Incomplete",1118.75,34.3512474300424,0.0307050256357921,NA,2
"216","Hemiptera_Homalodisca_vitripennis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Cicadellinae","Homalodisca","Homalodisca vitripennis","Incomplete",1881.38,110.237947186983,0.0585941953177894,NA,2
"217","Hemiptera_Icerya_purchasi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Monophlebidae","no_rank","Icerya","Icerya purchasi","Incomplete",1106.118,NA,NA,"FIA",1
"218","Hemiptera_Jikradia_olitoria","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Coelidiinae","Jikradia","Jikradia olitoria","Incomplete",4533.22,NA,NA,NA,1
"219","Hemiptera_Kikihia_scutellaris","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadoidea","Cicadidae","Cicadettinae","Kikihia","Kikihia scutellaris","Incomplete",4337.43,NA,NA,NA,1
"220","Hemiptera_Laodelphax_striatellus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Fulgoromorpha","Fulgoroidea","Delphacidae","Criomorphinae","Laodelphax","Laodelphax striatellus","Incomplete",508.56,NA,NA,"FCM",1
"221","Hemiptera_Macrosiphum_euphorbiae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Macrosiphum","Macrosiphum euphorbiae","Incomplete",391.2,NA,NA,"FD",1
"222","Hemiptera_Macrosiphum_rosae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Macrosiphum","Macrosiphum rosae","Incomplete",508.56,NA,NA,"FD",1
"223","Hemiptera_Magicicada_neotredecim","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadoidea","Cicadidae","Cicadettinae","Magicicada","Magicicada neotredecim","Incomplete",6508.24,74.0482221258554,0.011377610863437,NA,2
"224","Hemiptera_Magicicada_tredecassini","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadoidea","Cicadidae","Cicadettinae","Magicicada","Magicicada tredecassini","Incomplete",6504.195,165.158930881742,0.0253926782456156,NA,2
"225","Hemiptera_Magicicada_tredecim","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadoidea","Cicadidae","Cicadettinae","Magicicada","Magicicada tredecim","Incomplete",6371.52,158.165644815807,0.0248238481266333,NA,2
"226","Hemiptera_Magicicada_tredecula","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadoidea","Cicadidae","Cicadettinae","Magicicada","Magicicada tredecula","Incomplete",6455.545,198.605081631866,0.0307650371319332,NA,2
"227","Hemiptera_Metcalfa_pruinosa","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Fulgoromorpha","Fulgoroidea","Flatidae","no_rank","Metcalfa","Metcalfa pruinosa","Incomplete",1583.55,NA,NA,NA,1
"228","Hemiptera_Myzus_persicae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Myzus","Myzus persicae","Incomplete",312.96,NA,NA,"FD",1
"229","Hemiptera_Omolicna_uhleri","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Fulgoromorpha","Fulgoroidea","Derbidae","no_rank","Omolicna","Omolicna uhleri","Incomplete",2780.44,NA,NA,NA,1
"230","Hemiptera_Pachypsylla_venusta","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Psylloidea","Aphalaridae","no_rank","Pachypsylla","Pachypsylla venusta","Incomplete",723.72,NA,NA,"FCM",1
"231","Hemiptera_Paracoccus_marginatus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Pseudococcidae","no_rank","Paracoccus","Paracoccus marginatus","Incomplete",636.678,NA,NA,"FIA",1
"232","Hemiptera_Paraulacizes_irrorata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Cicadellinae","Paraulacizes","Paraulacizes irrorata","Incomplete",3032.27,145.154880041974,0.0478700379722038,NA,2
"233","Hemiptera_Phenacoccus_solani","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Pseudococcidae","no_rank","Phenacoccus","Phenacoccus solani","Incomplete",355.014,NA,NA,"FIA",1
"234","Hemiptera_Phenacoccus_solenopsis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Pseudococcidae","no_rank","Phenacoccus","Phenacoccus solenopsis","Incomplete",496.824,NA,NA,"FIA",1
"235","Hemiptera_Philaenus_spumarius","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopoidea","Aphrophoridae","no_rank","Philaenus","Philaenus spumarius","Incomplete",2581.92,NA,NA,"FCM",1
"236","Hemiptera_Pineus_sp._PispAD","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Phylloxeroidea","Adelgidae","no_rank","Pineus","Pineus sp. PispAD","Incomplete",361.86,NA,NA,"FD",1
"237","Hemiptera_Planococcus_citri","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Pseudococcidae","no_rank","Planococcus","Planococcus citri","Incomplete",548.658,NA,NA,"FIA",1
"238","Hemiptera_Podisus_maculiventris","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Pentatomidae","Asopinae","Podisus","Podisus maculiventris","Incomplete",868.295,13.3713892322376,0.0153995925719227,NA,2
"239","Hemiptera_Prosapia_bicincta","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopoidea","Cercopidae","Ischnorhininae","Prosapia","Prosapia bicincta","Incomplete",2137.45,NA,NA,NA,1
"240","Hemiptera_Pseudococcus_longispinus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Pseudococcidae","no_rank","Pseudococcus","Pseudococcus longispinus","Incomplete",385.332,NA,NA,"FIA",1
"241","Hemiptera_Pseudococcus_viburni","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Pseudococcidae","no_rank","Pseudococcus","Pseudococcus viburni","Incomplete",623.964,NA,NA,"FIA",1
"242","Hemiptera_Pyrrhocoris_apterus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Pentatomomorpha","Pyrrhocoroidea","Pyrrhocoridae","no_rank","Pyrrhocoris","Pyrrhocoris apterus","Incomplete",1193.16,NA,NA,"FD",1
"243","Hemiptera_Rhodnius_prolixus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Reduvioidea","Reduviidae","Triatominae","Rhodnius","Rhodnius prolixus","Incomplete",733.5,NA,NA,"FCM",1
"244","Hemiptera_Schizaphis_graminum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Schizaphis","Schizaphis graminum","Incomplete",518.34,NA,NA,"FCM",1
"245","Hemiptera_Sogatella_furcifera","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Fulgoromorpha","Fulgoroidea","Delphacidae","Delphacinae","Sogatella","Sogatella furcifera","Incomplete",694.38,NA,NA,"FCM",1
"246","Hemiptera_Tamalia_coweni","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Tamaliinae","Tamalia","Tamalia coweni","Incomplete",616.14,NA,NA,"FD",1
"247","Hemiptera_Triatoma_dimidiata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Reduvioidea","Reduviidae","Triatominae","Triatoma","Triatoma dimidiata","Incomplete",968.22,73.837380776948,0.0762609538916238,"FCM",3
"248","Hemiptera_Triatoma_infestans","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Reduvioidea","Reduviidae","Triatominae","Triatoma","Triatoma infestans","Incomplete",1618.59,238.158563146489,0.147139524614936,"FCM",4
"249","Hemiptera_Triatoma_sordida","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Reduvioidea","Reduviidae","Triatominae","Triatoma","Triatoma sordida","Incomplete",1095.36,NA,NA,"FCM",1
"250","Hemiptera_Tytthus_chinensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Heteroptera","Cimicomorpha","Cimicoidea","Miridae","Phylinae","Tytthus","Tytthus chinensis","Incomplete",400.98,NA,NA,"FCM",1
"251","Hemiptera_Unaspis_euonymi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Sternorrhyncha","no_rank","Coccoidea","Diaspididae","no_rank","Unaspis","Unaspis euonymi","Incomplete",502.692,NA,NA,"FIA",1
"252","Hymenoptera_Agapostemon_virescens","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Agapostemon","Agapostemon virescens","Complete",874.3,NA,NA,NA,1
"253","Hymenoptera_Aphaenogaster_fulva","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Aphaenogaster","Aphaenogaster fulva","Complete",410.76,NA,NA,"FCM",1
"254","Hymenoptera_Aphelinus_abdominalis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Aphelinidae","Aphelininae","Aphelinus","Aphelinus abdominalis","Complete",635.7,NA,NA,"FCM",1
"255","Hymenoptera_Aphelinus_atriplicis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Aphelinidae","Aphelininae","Aphelinus","Aphelinus atriplicis","Complete",352.08,NA,NA,"FCM",1
"256","Hymenoptera_Aphelinus_certus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Aphelinidae","Aphelininae","Aphelinus","Aphelinus certus","Complete",361.86,NA,NA,"FCM",1
"257","Hymenoptera_Aphidius_colemani","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Braconidae","Aphidiinae","Aphidius","Aphidius colemani","Complete",97.8,NA,NA,"FCM",1
"258","Hymenoptera_Aphidius_ervi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Braconidae","Aphidiinae","Aphidius","Aphidius ervi","Complete",146.7,13.8310086400089,0.0942809041582064,"FCM",2
"259","Hymenoptera_Apis_cerana","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Apis","Apis cerana","Complete",185.82,NA,NA,"BCA",1
"260","Hymenoptera_Apis_mellifera","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Apis","Apis mellifera","Complete",249.39,20.7465129600133,0.0831890330807703,"FCM",2
"261","Hymenoptera_Atta_cephalotes","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Atta","Atta cephalotes","Complete",303.18,NA,NA,"FCM",1
"262","Hymenoptera_Atta_texana","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Atta","Atta texana","Complete",264.06,NA,NA,"FCM",1
"263","Hymenoptera_Belonocnema_treatae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Cynipoidea","Cynipidae","Cynipinae","Belonocnema","Belonocnema treatae","Complete",1927,NA,NA,NA,1
"264","Hymenoptera_Bombus_impatiens","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombus","Bombus impatiens","Complete",484.11,34.5775216000222,0.0714249273925805,"FCM",2
"265","Hymenoptera_Bombus_terrestris","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombus","Bombus terrestris","Complete",518.34,152.141095040098,0.293516022379322,"FCM",2
"266","Hymenoptera_Camponotus_castaneus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotus","Camponotus castaneus","Complete",303.18,NA,NA,"FCM",1
"267","Hymenoptera_Camponotus_floridanus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotus","Camponotus floridanus","Complete",224.94,NA,NA,"FIA",1
"268","Hymenoptera_Camponotus_pennsylvanicus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotus","Camponotus pennsylvanicus","Complete",322.74,NA,NA,"FCM",1
"269","Hymenoptera_Cephus_cinctus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","no_rank","no_rank","Cephoidea","Cephidae","no_rank","Cephus","Cephus cinctus","Complete",205.38,NA,NA,"FCM",1
"270","Hymenoptera_Ceratina_calcarata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratina","Ceratina calcarata","Complete",665.04,NA,NA,"FCM",1
"271","Hymenoptera_Chalybion_californicum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Sphecidae","Sceliphrinae","Chalybion","Chalybion californicum","Complete",528.12,NA,NA,"FCM",1
"272","Hymenoptera_Copidosoma_floridanum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Encyrtidae","Encyrtinae","Copidosoma","Copidosoma floridanum","Complete",557.46,NA,NA,"FIA",1
"273","Hymenoptera_Cotesia_flavipes","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Braconidae","Microgastrinae","Cotesia","Cotesia flavipes","Complete",176.04,NA,NA,"FCM",1
"274","Hymenoptera_Dacnusa_sibirica","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Braconidae","Alysiinae","Dacnusa","Dacnusa sibirica","Complete",156.48,NA,NA,"FCM",1
"275","Hymenoptera_Dasymutilla_occidentalis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Pompiloidea","Mutillidae","Sphaeropthalminae","Dasymutilla","Dasymutilla occidentalis","Complete",655.26,NA,NA,"FCM",1
"276","Hymenoptera_Diacamma_sp._Okinawa2006a","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Ponerinae","Diacamma","Diacamma sp. Okinawa-2006a","Complete",355.4,NA,NA,NA,1
"277","Hymenoptera_Diglyphus_isaea","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Eulophidae","Eulophinae","Diglyphus","Diglyphus isaea","Complete",224.94,NA,NA,"FCM",1
