"","tip_names_in_data_matrix","kingdom","phylum","subphylum","class","subclass","infraclass","cohort","order","suborder","infraorder","superfamily","family","subfamily","genus","species","metamorphosis","gs_value","gs_sd","gs_cv","best_method","n_records"
"372","Megaloptera_Corydalus_cornutus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Megaloptera","no_rank","no_rank","no_rank","Corydalidae","Corydalinae","Corydalus","Corydalus cornutus","Complete",358.5,3.53553390593274,0.0098620192634107,"FCM",2
"373","Neuroptera_Hemerobius_stigma","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Neuroptera","Hemerobiiformia","no_rank","no_rank","Hemerobiidae","no_rank","Hemerobius","Hemerobius stigma","Complete",556,2.82842712474619,0.00508709914522696,"FCM",2
"374","Odonata_Argia_fumipennis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Zygoptera","no_rank","Coenagrionoidea","Coenagrionidae","no_rank","Argia","Argia fumipennis","Incomplete",909.54,NA,NA,"FIA",1
"375","Odonata_Calopteryx_splendens","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Zygoptera","no_rank","Calopterygoidea","Calopterygidae","no_rank","Calopteryx","Calopteryx splendens","Incomplete",1467,NA,NA,"BCA",1
"376","Odonata_Celithemis_elisa","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Epiprocta","Anisoptera","Cavilabiata","Libellulidae","no_rank","Celithemis","Celithemis elisa","Incomplete",753.06,NA,NA,"FIA",1
"377","Odonata_Epitheca_princeps","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Epiprocta","Anisoptera","Cavilabiata","Corduliidae","no_rank","Epitheca","Epitheca princeps","Incomplete",958.44,NA,NA,"FIA",1
"378","Odonata_Hetaerina_americana","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Zygoptera","no_rank","Calopterygoidea","Calopterygidae","no_rank","Hetaerina","Hetaerina americana","Incomplete",1085.58,NA,NA,"FIA",1
"379","Odonata_Libellula_quadrimaculata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Epiprocta","Anisoptera","Cavilabiata","Libellulidae","no_rank","Libellula","Libellula quadrimaculata","Incomplete",655.26,NA,NA,"BCA",1
"380","Odonata_Libellula_vibrans","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Epiprocta","Anisoptera","Cavilabiata","Libellulidae","no_rank","Libellula","Libellula vibrans","Incomplete",929.1,NA,NA,"FIA",1
"381","Odonata_Ophiogomphus_cecilia","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera","no_rank","Odonata","Epiprocta","Anisoptera","no_rank","Gomphidae","no_rank","Ophiogomphus","Ophiogomphus cecilia","Incomplete",361.86,NA,NA,"BCA",1
"382","Orthoptera_Acrolophitus_hirtipes","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Gomphocerinae","Acrolophitus","Acrolophitus hirtipes","Incomplete",14813.4,NA,NA,NA,1
"383","Orthoptera_Chorthippus_dorsatus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Gomphocerinae","Chorthippus","Chorthippus dorsatus","Incomplete",8156.52,NA,NA,"FD",1
"384","Orthoptera_Chortophaga_viridifasciata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Oedipodinae","Chortophaga","Chortophaga viridifasciata","Incomplete",10357.65,110.237947186982,0.010643142719341,NA,2
"385","Orthoptera_Eyprepocnemis_plorans","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Eyprepocnemidinae","Eyprepocnemis","Eyprepocnemis plorans","Incomplete",9486.6,NA,NA,"FIA",1
"386","Orthoptera_Gomphocerus_sibiricus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Gomphocerinae","Gomphocerus","Gomphocerus sibiricus","Incomplete",8753.1,NA,NA,"FD",1
"387","Orthoptera_Laupala_cerasina","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Trigonidiinae","Laupala","Laupala cerasina","Incomplete",1887.54,NA,NA,"FCM",1
"388","Orthoptera_Locusta_migratoria","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Oedipodinae","Locusta","Locusta migratoria","Incomplete",6298.32,NA,NA,"FCM",1
"389","Orthoptera_Omocestus_viridulus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Gomphocerinae","Omocestus","Omocestus viridulus","Incomplete",12870.48,NA,NA,"FD",1
"390","Orthoptera_Schistocerca_americana","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Cyrtacanthacridinae","Schistocerca","Schistocerca americana","Incomplete",8259.15,NA,NA,NA,1
"391","Orthoptera_Stauroderus_scalaris","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Gomphocerinae","Stauroderus","Stauroderus scalaris","Incomplete",15980.52,NA,NA,"NS",1
"392","Orthoptera_Trimerotropis_pallidipennis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Oedipodinae","Trimerotropis","Trimerotropis pallidipennis","Incomplete",9120.65,11.8086832458159,0.00129471948225355,NA,2
"393","Phasmatodea_Bacillus_atticus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Phasmatodea","Verophasmatodea","Areolatae","Bacilloidea","Bacillidae","Bacillinae","Bacillus","Bacillus atticus","Incomplete",2425.44,313.061858424178,0.129074253918538,"FCM",4
"394","Phasmatodea_Bacillus_grandii","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Phasmatodea","Verophasmatodea","Areolatae","Bacilloidea","Bacillidae","Bacillinae","Bacillus","Bacillus grandii","Incomplete",2332.53,311.1976944002,0.133416373808783,"FCM",2
"395","Phasmatodea_Bacillus_rossius","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Phasmatodea","Verophasmatodea","Areolatae","Bacilloidea","Bacillidae","Bacillinae","Bacillus","Bacillus rossius","Incomplete",2014.68,152.141095040098,0.0755162581849712,"FCM",2
"396","Phasmatodea_Extatosoma_tiaratum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Phasmatodea","Verophasmatodea","Anareolatae","no_rank","Phasmatidae","Tropidoderinae","Extatosoma","Extatosoma tiaratum","Incomplete",7824,NA,NA,"FD",1
"397","Phasmatodea_Timema_cristinae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Phasmatodea","Timematodea","no_rank","Timematoidea","Timematidae","no_rank","Timema","Timema cristinae","Incomplete",1330.08,NA,NA,"FCM",1
"398","Psocodea_Pediculus_humanus_corporis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Phthiraptera","Anoplura","no_rank","no_rank","Pediculidae","no_rank","Pediculus","Pediculus humanus","Incomplete",107.58,0,0,"FCM",2
"399","Siphonaptera_Ctenocephalides_felis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Siphonaptera","Pulicomorpha","no_rank","Pulicoidea","Pulicidae","Archaeopsyllinae","Ctenocephalides","Ctenocephalides felis","Complete",459.66,NA,NA,"FCM",1
"400","Strepsiptera_Xenos_vesparum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Strepsiptera","Stylopidia","no_rank","no_rank","Xenidae","no_rank","Xenos","Xenos vesparum","Complete",127.14,NA,NA,"FCM",1
"401","Thysanoptera_Frankliniella_fusca","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Thysanoptera","Terebrantia","no_rank","Thripoidea","Thripidae","Thripinae","Frankliniella","Frankliniella fusca","Incomplete",400.98,NA,NA,"FCM",1
"402","Thysanoptera_Frankliniella_occidentalis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Thysanoptera","Terebrantia","no_rank","Thripoidea","Thripidae","Thripinae","Frankliniella","Frankliniella occidentalis","Incomplete",342.3,NA,NA,"FCM",1
"403","Thysanoptera_Thrips_tabaci","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Thysanoptera","Terebrantia","no_rank","Thripoidea","Thripidae","Thripinae","Thrips","Thrips tabaci","Incomplete",396.09,117.563573440075,0.29681025383139,"FCM",2
"404","Zygentoma_Thermobia_domestica","Metazoa","Arthropoda","Hexapoda","Insecta","no_rank","no_rank","no_rank","Zygentoma","no_rank","no_rank","no_rank","Lepismatidae","no_rank","Thermobia","Thermobia domestica","Incomplete",3022.02,NA,NA,"SCF",1
"405","Collembola_Orchesella_cincta","Metazoa","Arthropoda","Hexapoda","Collembola","no_rank","no_rank","no_rank","Entomobryomorpha","no_rank","no_rank","Isotomoidea","Orchesellidae","Orchesellinae","Orchesella","Orchesella cincta","Incomplete",224.94,NA,NA,"FCM",1
